nome,distancia,velocidade,angulo,energia,cordenadaX,cordenadaY,hit
sample.Fire,0.0,566.1730777700093,0.026967350470068433,82.0,657.1041236550947,115.90022007296706,hit
sample.Fire,8.0,691.5709385385773,-0.722211503691273,57.0,701.520749213054,67.1689312223595,hit
sample.Fire,6.5,797.6922760582742,1.4035205569551126,26.0,706.9546521104384,47.65302187909708,hit
sample.Corners,0.0,472.6812433233101,6.192383312906868,87.0,782.0,582.0000000000001,no_hit
sample.Fire,0.0,637.6632193349952,-0.5440763867538737,32.0,748.8493476295359,40.223818298907645,hit
sample.Corners,0.0,334.2073064435302,-0.7443880484367582,85.0,782.0,582.0000000000001,hit
sample.Corners,0.0,188.65083971211232,-4.5016191353929775,66.0,782.0,582.0,hit
sample.Corners,0.0,185.67821748778948,-4.1866948995263105,49.0,782.0,582.0,hit
sample.Corners,0.0,396.33788847895653,-1.1866948995260518,36.0,782.0,582.0,hit
sample.Corners,0.0,513.1991800135374,-1.6681525589527086,17.0,782.0,582.0,hit
sample.Fire,0.0,502.954865595139,-1.585759377301265,100.0,38.602843100963355,440.1456516200618,hit
sample.Corners,0.0,241.1173107648485,-3.2313302284315792,96.4,782.0,214.0381155414633,hit
sample.Fire,0.0,512.035112325991,0.04081694354917111,87.0,47.30265180503005,489.3829680427979,hit
sample.Corners,0.0,241.11731076484764,-3.2313302284311467,77.4,782.0,214.0381155414633,hit
sample.Fire,0.0,506.43803004076767,-1.561065432425891,69.0,35.18941382744214,440.8724592256532,hit
sample.Corners,0.0,241.11731076484665,-3.2313302284307266,53.400000000000006,782.0,214.03811554146333,hit
sample.Fire,0.0,515.5228633418085,0.027004088571179818,51.0,43.88922253150815,490.1097756483893,hit
sample.Corners,0.0,241.11731076484534,-3.2313302284303194,26.400000000000006,782.0,214.03811554146336,hit
sample.Fire,0.0,509.9212872735608,-1.5367088502918973,44.0,31.77598455392092,441.59926683124365,hit
sample.Corners,0.0,241.11731076484412,-3.2313302284298744,0.0,782.0,214.0381155414633,hit
sample.Fire,0.0,519.0106439168517,0.013376879127007826,26.0,40.47579325798614,490.8365832539802,hit
sample.Corners,8.0,371.67549958011534,-2.4047327475310967,100.0,106.48169068468275,171.00556244514763,no_hit
sample.Fire,0.0,294.3238722412917,-4.72229347835498,99.0,686.3854967431477,237.17904964070183,hit
sample.Corners,0.0,260.49438868432446,-3.1196329729746064,96.0,124.9816906846828,17.99999999999983,hit
sample.Fire,0.0,436.8889583036937,1.2062541126392659,81.0,719.3358900153785,199.5722472878652,hit
sample.Corners,0.0,106.04963839837691,-10.19050451274041,71.0,124.9816906846827,18.0,hit
sample.Fire,0.0,534.09879488267,-1.1895246979337344,74.0,697.8306188159536,244.71118071167547,hit
sample.Corners,0.0,118.53194631764194,-11.645163535059291,49.8,124.98169068468266,17.99999999999997,no_hit
sample.Fire,0.0,543.3787743434092,0.10656617872781232,59.0,714.293935340931,197.49932617281615,hit
sample.Corners,0.0,118.53194631764111,-11.64516353505891,53.8,124.98169068468272,18.000000000000014,no_hit
sample.Fire,0.0,537.5833735265196,-1.1688292426060745,42.0,701.164055119116,245.7445979137941,hit
sample.Corners,0.0,118.53194631764025,-11.645163535058426,56.8,124.9816906846827,18.0,no_hit
sample.Fire,0.0,546.8663805096046,0.09312568567963667,27.0,717.6273716440942,198.53274337493502,hit
sample.Corners,0.0,118.5319463176394,-11.64516353505802,57.8,124.98169068468272,18.000000000000014,no_hit
sample.Fire,0.0,541.0680214045074,-1.1484003550972397,12.0,704.4974914222787,246.7780151159126,hit
sample.Corners,0.0,118.53194631763854,-11.64516353505761,42.8,124.98169068468272,18.000000000000014,no_hit
sample.Fire,0.0,550.3540163874591,0.07985553879248374,9.0,720.9608079472573,199.56616057705403,hit
sample.Corners,0.0,118.5319463176377,-11.645163535057204,39.8,124.98169068468272,18.0,no_hit
sample.Corners,0.0,118.53194631763678,-11.645163535056772,40.8,124.98169068468266,17.99999999999997,no_hit
sample.Corners,0.0,118.53194631763583,-11.645163535056339,41.8,124.98169068468265,17.999999999999957,no_hit
sample.Corners,0.0,118.53194631763515,-11.64516353505593,42.8,124.98169068468269,17.99999999999997,no_hit
sample.Corners,0.0,118.53194631763458,-11.645163535055474,43.8,124.98169068468272,18.0,no_hit
sample.Fire,0.0,228.57276178182755,-1.5765417376998279,99.0,244.1029698760633,396.5339718638663,hit
sample.Corners,8.0,302.8568546910998,2.2123688209921673,100.0,297.4038451847452,72.00525847560459,no_hit
sample.Fire,0.0,256.43665561889225,-1.8063929670057923,82.0,233.69915488786506,445.4396017411241,hit
sample.Corners,0.0,418.34296212048537,-3.29274330208657,95.0,782.0,17.999999999999886,no_hit
sample.Fire,0.0,227.59758606144004,-4.444565009733504,60.0,263.09683197338524,435.89045216790487,hit
sample.Corners,0.0,418.34296212048463,-3.292743302086163,93.0,782.0,18.000000000000085,no_hit
sample.Fire,0.5,191.39869290076993,-3.9988091781672472,39.0,292.4945090589058,426.3413025946854,hit
sample.Corners,0.0,418.3429621204842,-3.2927433020857815,96.0,782.0,18.0,no_hit
sample.Fire,0.0,169.66637558299527,-3.920305748441431,24.0,295.99072667039127,376.4636877518208,hit
sample.Corners,0.0,418.34296212048343,-3.292743302085323,86.0,782.0,18.0,no_hit
sample.Fire,0.0,205.2843779131262,-4.269851579409265,18.0,278.8818127300591,423.4454402072403,hit
sample.Corners,0.0,418.3429621204826,-3.2927433020849164,68.0,782.0,17.999999999999915,no_hit
sample.Fire,0.0,183.3061122421876,-3.021747973396575,9.0,282.37803034154535,373.56782536437555,hit
sample.Corners,0.0,418.3429621204817,-3.292743302084484,65.0,782.0,17.99999999999997,no_hit
sample.Corners,0.0,418.3429621204808,-3.2927433020840766,65.0,781.9999999999999,17.999999999999886,no_hit
sample.Corners,0.0,418.34296212047997,-3.2927433020836183,62.0,782.0,18.0,no_hit
sample.Corners,0.0,418.3429621204794,-3.2927433020831605,62.0,782.0,17.999999999999886,no_hit
sample.Corners,0.0,418.3429621204783,-3.292743302082728,62.0,782.0,17.99999999999997,no_hit
sample.Corners,0.0,418.3429621204775,-3.2927433020822954,59.0,782.0,17.99999999999997,no_hit
sample.Corners,0.0,418.3429621204768,-3.292743302081888,59.0,782.0,18.000000000000085,no_hit
sample.Corners,0.0,418.3429621204758,-3.2927433020814303,59.0,782.0,18.00000000000003,no_hit
sample.Corners,0.0,418.3429621204749,-3.2927433020809724,56.0,782.0000000000001,18.00000000000017,no_hit
sample.Corners,0.0,418.3429621204739,-3.292743302080514,56.0,782.0,17.999999999999943,no_hit
sample.Corners,0.0,418.34296212047326,-3.2927433020800563,56.0,782.0,17.999999999999915,no_hit
sample.Corners,0.0,418.34296212047263,-3.292743302079649,53.0,781.9999999999999,17.999999999999773,no_hit
sample.Corners,0.0,418.34296212047167,-3.292743302079166,53.0,782.0,17.999999999999943,no_hit
sample.Corners,0.0,418.3429621204708,-3.2927433020787333,53.0,782.0,17.999999999999915,no_hit
sample.Fire,0.0,260.139093406372,2.8344558238075637,100.0,500.1291655830896,189.75045682991626,hit
sample.Fire,0.0,419.2455488132273,3.67719768828011,84.0,533.5223282905596,152.5362567929353,no_hit
sample.Fire,0.0,419.82705885334894,1.3144931003734586,80.0,533.5223282905596,152.53625679293526,hit
sample.Fire,0.0,451.89368237759913,1.1241462197349315,68.0,533.1712030683759,202.5350238885182,hit
sample.Fire,0.0,560.428664373716,-1.996858258340245,49.0,523.9756626116917,153.3878771177291,hit
sample.Fire,0.0,383.26334531953864,-0.13457611136940661,42.0,551.6435223519661,195.03508035387097,hit
sample.Fire,0.0,339.55096871749447,-0.23684033029208887,25.0,526.193226658089,151.99692926563057,hit
sample.Corners,0.0,350.5559326852575,-1.9524342646775412,70.0,782.0,510.16221965936444,hit
sample.Fire,0.0,297.4378436305201,-2.5445358820694004,11.0,566.4366927089026,181.6695334691213,hit
sample.Corners,0.0,193.6298494566889,-4.717634742384961,44.0,782.0,510.1622196593645,hit
sample.Corners,0.0,103.66507729741056,-3.597636826590074,22.0,782.0,510.1622196593645,hit
sample.Fire,0.0,255.80604756559455,11.09384047653059,100.0,445.7047860422559,467.69471786297674,no_hit
sample.Corners,8.0,420.9251865172137,-2.9078045290817,99.4,630.1837312664188,17.999999999999957,no_hit
sample.Fire,0.0,300.2527952193902,-3.4168945593454714,96.0,445.7047860422559,467.69471786297674,hit
sample.Fire,0.0,265.69824058698657,-2.9037850603263937,73.0,451.8426082073468,420.15344015084787,hit
sample.Corners,0.0,554.1512855311273,1.8144813366630594,97.4,782.0,17.999999999999986,hit
sample.Fire,0.0,318.51245526614247,-2.5188073013729837,51.0,490.69990628019536,451.61945970333977,hit
sample.Corners,0.0,554.1512855311266,1.8144813366635046,78.4,782.0,18.0,hit
sample.Fire,5.0,320.8626846469006,-2.061296702586424,40.0,459.2261592939698,484.8954893577852,hit
sample.Corners,0.0,554.1512855311255,1.8144813366639498,40.400000000000006,782.0,17.999999999999915,hit
sample.Corners,0.0,554.1512855311247,1.8144813366643824,24.400000000000006,782.0,17.999999999999815,hit
sample.Fire,0.0,390.93231270848855,-1.9701314728466377,20.0,482.88661061052557,550.8519400362773,no_hit
sample.Fire,0.0,196.73970556070935,-2.5287387243021633,100.0,139.29224511134967,287.30215959513185,hit
sample.Fire,0.0,240.61138191752232,-3.0485316912741016,89.4,89.49807103426144,282.77002676602916,hit
sample.Fire,0.0,351.1687548947152,-1.513404614778149,96.80000000000001,90.47511876409476,282.55700626554216,hit
sample.Fire,0.0,489.0876910211633,-0.5497588284883141,79.80000000000001,51.101147572672005,313.37405337614337,hit
sample.Fire,0.0,614.7886664147151,1.237195476217737,60.80000000000001,77.74538946526593,271.0646646548572,no_hit
sample.Fire,0.0,607.5081043699515,0.781745489319795,59.80000000000001,77.74538946526593,271.0646646548573,hit
sample.Fire,0.0,628.2975020498706,1.703029963179067,42.80000000000001,60.890150253580714,318.1380213560399,hit
sample.Fire,0.0,648.6200617943656,1.5244849810704642,29.80000000000001,63.24597812886395,268.19355144172425,hit
sample.Fire,0.0,319.6007508313423,-2.3676355711694725,98.0,701.8546743401266,496.04226720171766,hit
sample.Corners,0.0,497.8458755142599,-2.4093266114327676,100.0,17.99999999999983,581.9999999999995,no_hit
sample.Fire,0.0,337.3827695526668,-1.643192203542956,81.0,742.9820235910653,467.60740930526737,no_hit
sample.Corners,0.0,497.84587551425886,-2.4093266114324114,97.0,17.999999999999886,581.9999999999997,no_hit
sample.Fire,0.0,338.8352191947706,-1.274145583031563,75.0,745.5773236796941,467.2657315666106,hit
sample.Corners,0.0,497.84587551425835,-2.409326611431953,90.0,18.00000000000017,582.0000000000005,no_hit
sample.Fire,0.0,374.00047901506053,-1.3219199050003272,55.0,753.3990469317059,516.6501485963674,hit
sample.Corners,0.0,497.8458755142575,-2.409326611431597,80.0,17.999999999999943,581.9999999999998,no_hit
sample.Fire,0.0,382.9259202009655,0.19309443527387166,51.0,782.0,493.7697003064496,hit
sample.Corners,0.0,497.8458755142568,-2.4093266114311898,62.0,17.99999999999983,581.9999999999995,no_hit
sample.Fire,0.0,360.19209803501576,-2.9507198525553227,24.0,776.773576836617,444.0436055380357,hit
sample.Corners,0.0,497.8458755142561,-2.4093266114308336,61.0,17.99999999999966,581.9999999999993,no_hit
sample.Fire,0.0,369.971790618557,-0.722080018513798,2.0,782.0,464.4558403918412,hit
sample.Corners,0.0,497.84587551425517,-2.409326611430427,55.0,17.999999999999943,581.9999999999998,no_hit
sample.Corners,0.0,497.8458755142547,-2.4093266114300196,53.0,18.000000000000057,582.0,no_hit
sample.Corners,0.0,497.845875514254,-2.4093266114296634,50.0,17.999999999999886,581.9999999999998,no_hit
sample.Corners,0.0,497.84587551425335,-2.409326611429256,48.0,17.999999999999943,581.9999999999999,no_hit
sample.Corners,0.0,497.84587551425284,-2.409326611428849,46.0,17.999999999999943,581.9999999999999,no_hit
sample.Corners,0.0,497.845875514252,-2.409326611428442,44.0,17.999999999999943,582.0,no_hit
sample.Corners,0.0,497.84587551425125,-2.409326611428035,42.0,18.0,582.0000000000001,no_hit
sample.Corners,0.0,497.8458755142503,-2.409326611427679,40.0,17.999999999999886,581.9999999999998,no_hit
sample.Corners,0.0,497.84587551424966,-2.4093266114272716,38.0,17.999999999999886,581.9999999999999,no_hit
sample.Corners,0.0,497.8458755142488,-2.4093266114269154,36.0,17.99999999999983,581.9999999999995,no_hit
sample.Corners,0.0,497.84587551424823,-2.409326611426508,34.0,17.999999999999716,581.9999999999993,no_hit
sample.Corners,0.0,497.8458755142475,-2.409326611426101,32.0,17.999999999999943,582.0,no_hit
sample.Corners,0.0,497.8458755142467,-2.409326611425694,30.0,18.0,582.0,no_hit
sample.Corners,0.0,497.84587551424573,-2.4093266114253375,28.0,17.999999999999886,581.9999999999998,no_hit
sample.Corners,0.0,497.84587551424505,-2.4093266114248797,26.0,18.0,582.0,no_hit
sample.Corners,0.0,497.8458755142441,-2.4093266114245235,24.0,17.999999999999886,581.9999999999998,no_hit
sample.Corners,0.0,497.8458755142436,-2.4093266114241163,22.0,18.000000000000057,582.0000000000002,no_hit
sample.Corners,0.0,497.84587551424266,-2.409326611423709,20.0,18.000000000000114,582.0000000000005,no_hit
sample.Corners,0.0,497.8458755142418,-2.409326611423353,18.0,17.999999999999886,581.9999999999998,no_hit
sample.Corners,0.0,497.84587551424113,-2.409326611422946,16.0,17.999999999999943,582.0,no_hit
sample.Corners,0.0,497.8458755142404,-2.4093266114225895,14.0,17.999999999999886,581.9999999999999,no_hit
sample.Corners,0.0,497.8458755142396,-2.4093266114221827,12.0,18.000000000000057,582.0000000000003,no_hit
sample.Corners,0.0,497.8458755142389,-2.4093266114217755,10.0,17.999999999999943,581.9999999999999,no_hit
sample.Corners,0.0,497.84587551423795,-2.4093266114213683,8.0,17.999999999999943,582.0,no_hit
sample.Corners,0.0,497.84587551423726,-2.409326611421012,6.0,17.999999999999716,581.9999999999994,no_hit
sample.Corners,0.0,497.8458755142361,-2.409326611420605,4.0,17.99999999999983,581.9999999999995,no_hit
sample.Corners,0.0,497.84587551423544,-2.409326611420198,2.0,17.99999999999983,581.9999999999997,no_hit
sample.Corners,0.0,497.84587551423465,-2.409326611419842,0.0,17.999999999999886,581.9999999999998,no_hit
sample.Corners,0.0,497.84587551423397,-2.4093266114194347,0.0,17.999999999999886,581.9999999999998,no_hit
sample.Corners,0.0,497.84587551423317,-2.4093266114190275,0.0,17.999999999999886,581.9999999999998,no_hit
sample.Corners,0.0,497.8458755142324,-2.4093266114186203,0.0,17.999999999999773,581.9999999999994,no_hit
sample.Corners,0.0,497.84587551423147,-2.409326611418264,0.0,17.99999999999983,581.9999999999997,no_hit
sample.Corners,0.0,497.8458755142305,-2.409326611417857,0.0,17.999999999999943,581.9999999999998,no_hit
sample.Corners,0.0,497.84587551422953,-2.40932661141745,0.0,17.999999999999943,582.0,no_hit
sample.Corners,0.0,497.84587551422896,-2.409326611417043,0.0,18.000000000000057,582.0000000000001,no_hit
sample.Corners,0.0,497.8458755142281,-2.4093266114166867,0.0,17.999999999999943,581.9999999999998,no_hit
sample.Fire,0.0,283.3272637675516,-2.8690033695925923,99.0,522.3063510786385,492.71302265778274,hit
sample.Fire,0.0,421.89511913539764,1.0115203185139192,83.0,551.7643011908522,533.1138787772554,hit
sample.Fire,0.0,383.30526941306636,-2.901069789579927,76.0,510.023180546234,505.5879119943897,no_hit
sample.Fire,-1.0,336.44189232157504,-0.4008543168104141,62.0,502.4602763393247,457.16942079092195,hit
sample.Fire,0.0,473.61192673403343,-0.6729497949783004,52.0,564.959476858586,508.77293555180125,hit
sample.Corners,0.0,527.2192710163007,0.46619313321695405,70.0,18.0,582.0,hit
sample.Fire,0.0,560.4382123212652,-0.9525252083346025,35.0,518.6321756963428,527.5820069542605,hit
sample.Corners,0.0,468.9293518237672,5.8825744446805155,53.0,18.000000000000057,582.0,no_hit
sample.Fire,1.0,611.2408389113872,-0.8818737122241583,16.0,470.38329265570206,502.70245168081635,hit
sample.Corners,0.0,288.9727873298907,-2.968115349730811,46.0,18.00000000000017,582.0000000000001,hit
sample.Corners,0.0,139.51752646042965,-9.715014145126915,28.0,18.00000000000003,582.0,no_hit
sample.Corners,0.0,201.67742565385998,0.9071243832522808,30.0,18.0,582.0,hit
sample.Fire,0.0,220.0878714049373,-3.305669142539532,99.0,82.13011635562347,105.31991160239076,hit
sample.Fire,0.0,121.17911581013891,-8.88222049605929,84.0,58.95944238100577,149.62702014675392,hit
sample.Corners,8.0,493.52886056365685,-1.5930047312906617,100.0,26.945023952559666,582.0000000000002,no_hit
sample.Fire,0.0,64.30485799491169,-18.39240659802237,60.400000000000006,18.000000000000036,142.43131966681545,no_hit
sample.Corners,0.0,458.2701461998266,0.8402031575552261,94.0,17.999999999999545,581.9999999999999,hit
sample.Corners,0.0,249.99283755364078,-4.616987015291025,76.0,17.999999999999858,581.9999999999999,hit
sample.Fire,0.0,281.8009333476906,-3.3924065980223337,61.400000000000006,18.000000000000036,142.43131966681545,no_hit
sample.Corners,0.0,150.73937238002335,1.618256724155535,53.0,18.0,581.9999999999998,hit
sample.Fire,0.0,355.2000759738267,4.7323262091915925,64.4,68.0,142.4313196668154,no_hit
sample.Corners,0.0,283.71660628313674,2.6167810677034846,28.0,18.0,581.9999999999998,no_hit
sample.Corners,0.0,420.77931893824893,-0.3924065980219094,24.0,18.0,581.9999999999999,hit
sample.Fire,0.0,752.5927216156234,1.0195532934420726,57.400000000000006,18.547810463172596,131.9784733400503,no_hit
sample.Fire,0.0,688.7045490445238,1.7428202490708646,56.400000000000006,18.54781046317271,131.97847334005013,hit
sample.Fire,-7.0,656.6561114599443,-1.095886072868696,40.400000000000006,31.95444041883991,107.3967265910533,no_hit
sample.Fire,0.0,643.4069776241735,0.7402263495640099,39.400000000000006,42.488221098292456,88.0824970025563,hit
sample.Fire,0.0,484.23638037596544,-2.2730069906634367,23.400000000000006,35.0049020042552,137.51932472579114,hit
sample.Fire,0.0,113.02816148019943,-8.538869850026657,99.0,468.4105399967815,238.380691865752,hit
sample.Corners,8.0,554.6700764699126,1.5963562764227406,100.0,782.0,430.1342994180304,no_hit
sample.Fire,0.0,357.414940780008,-2.7051050370032272,77.4,516.9267395831652,250.47111690766786,hit
sample.Fire,0.0,470.05244064810506,-1.0875283655282924,53.400000000000006,487.19029756454984,290.6674353469668,no_hit
sample.Fire,-7.0,336.85933838042905,0.04319167865563301,50.400000000000006,467.6540272400755,302.3638787441144,hit
sample.Fire,0.0,414.34943863143474,-0.1302154561340995,36.400000000000006,499.41201807833966,238.58555256168137,hit
sample.Fire,4.0,474.3902657828777,-2.1144067152809987,21.400000000000006,500.66873310011545,294.516231274401,no_hit
sample.Fire,-4.5,281.77690409111494,-2.1326267431324633,16.400000000000006,502.3920785798862,286.3536487313178,hit
sample.Corners,0.0,340.94114628922546,-1.2234587673148951,55.0,782.0,582.0,hit
sample.Corners,0.0,188.14812310051715,-4.121768047186643,38.0,782.0,582.0,hit
sample.Corners,0.0,189.2441073175214,-1.0066958417198038,25.0,782.0,582.0,hit
sample.Corners,8.0,272.00843948281,-2.502860249078087,100.0,658.39385468981,180.89723914073878,no_hit
sample.Corners,0.0,460.32597079086,-2.8341007236397617,99.0,782.0,582.0,no_hit
sample.Corners,0.0,460.3259707908592,-2.834100723639374,88.0,782.0,582.0,no_hit
sample.Corners,0.0,460.32597079085804,-2.8341007236389797,83.0,782.0,582.0,no_hit
sample.Corners,0.0,460.32597079085696,-2.834100723638579,82.0,782.0,582.0,no_hit
sample.Corners,0.0,460.3259707908558,-2.834100723638172,74.0,781.9999999999999,582.0000000000001,no_hit
sample.Corners,0.0,460.3259707908549,-2.8341007236377456,69.0,782.0,582.0,no_hit
sample.Corners,0.0,460.32597079085394,-2.8341007236373192,59.0,782.0,582.0,no_hit
sample.Corners,0.0,460.3259707908529,-2.834100723636912,56.0,782.0,582.0,no_hit
sample.Corners,0.0,460.32597079085184,-2.834100723636511,47.0,782.0,582.0,no_hit
sample.Corners,0.0,460.32597079085076,-2.834100723636136,30.0,782.0,582.0,no_hit
sample.Corners,0.0,460.3259707908497,-2.834100723635748,19.0,782.0,582.0,no_hit
sample.Corners,0.0,460.32597079084854,-2.8341007236353666,17.0,782.0,582.0,no_hit
sample.Corners,0.0,460.3259707908477,-2.8341007236349722,7.0,782.0,582.0,no_hit
sample.Corners,8.0,561.3316712323269,1.6905156918132218,100.0,685.1186293876328,236.0015372500715,no_hit
sample.Fire,0.0,39.77556992286273,-29.263556680695928,98.0,118.2031950342712,165.5424744630859,hit
sample.Fire,0.0,78.9376978354254,-14.205493102418528,94.4,118.2031950342712,165.5424744630859,hit
sample.Fire,0.0,106.58426234987174,14.25712438950666,100.0,177.75180452637235,341.4068018453486,no_hit
sample.Corners,0.0,221.8052238268214,-2.595774848041814,100.0,358.80905671888047,17.99999999999998,no_hit
sample.Fire,0.0,146.21682430359556,-7.443148551865345,97.0,177.75180452637233,341.4068018453486,hit
sample.Corners,0.0,627.2593645997956,-0.5117078160076768,99.0,782.0,17.999999999999744,hit
sample.Fire,0.0,180.0284999614717,-4.986253342403366,80.0,222.50373595970595,363.7062330709697,no_hit
sample.Fire,0.0,183.79627182345286,-6.130411320472025,72.0,217.971309195932,366.32303088311687,hit
sample.Corners,0.0,627.2593645997948,-0.5117078160072697,80.0,782.0000000000001,17.999999999999964,hit
sample.Fire,0.0,215.9183009833542,-5.7609629050670215,59.0,193.80643543055717,400.52401604192573,hit
sample.Corners,0.0,627.2593645997938,-0.5117078160068371,46.0,782.0,17.999999999999815,hit
sample.Fire,0.0,194.96880889503714,-3.828232586768063,42.0,145.39612862044476,388.0163306225196,hit
sample.Corners,0.0,627.2593645997929,-0.5117078160064172,29.0,782.0,18.000000000000114,hit
sample.Fire,0.0,221.83016896823244,-1.9648983033492027,28.0,188.48351690923118,413.38317848447014,hit
sample.Fire,0.0,489.0041394405277,1.8045588790555738,100.0,739.3561352448186,535.5538495442095,hit
sample.Corners,1.0,444.1680677827926,-1.4989727419132477,100.0,18.0,161.41038107575665,no_hit
sample.Fire,0.0,609.8983037903496,-1.4889821908096155,83.0,782.0,522.7992691696327,hit
sample.Corners,0.0,299.0700655681169,-4.317010926385832,99.0,17.999999999999943,18.000000000000057,no_hit
sample.Corners,0.0,150.82533553821048,-8.969723272077523,95.0,17.999999999999986,18.0,no_hit
sample.Fire,0.0,720.7595752184753,3.268201457639134,61.0,754.7680482492487,564.7327975669041,no_hit
sample.Corners,0.0,194.8378172874642,2.360371372409084,99.0,17.999999999999996,18.0,hit
sample.Fire,0.0,838.2746974857001,5.106632366857082,59.0,782.0,527.2512315180268,no_hit
sample.Fire,0.0,705.7276649329187,-0.11169372190653416,60.0,782.0,527.2512315180267,no_hit
sample.Corners,0.0,330.1145693740003,3.358459181840334,78.0,18.000000000000075,18.0,no_hit
sample.Fire,0.0,654.0957751987106,-0.9516004363839292,53.0,754.7680482492486,569.1847599152982,no_hit
sample.Corners,0.0,468.28762709567786,0.3490658611772358,64.0,18.00000000000003,18.0,hit
sample.Fire,0.0,660.3849412466227,-1.052044890385153,58.0,782.0,531.7031938664207,hit
sample.Corners,0.0,536.3330155230047,0.041332361134043,35.0,18.00000000000017,18.0,hit
sample.Fire,0.0,471.5827681890167,1.1242403234784957,47.0,775.6049446977854,581.2925401787251,hit
sample.Corners,0.0,622.8701229761189,0.3744476545186929,14.0,18.00000000000034,17.999999999999773,hit
sample.Fire,0.0,323.8491340190084,-2.619041648395913,29.0,771.2187281892052,582.0,hit
sample.Fire,0.0,341.1881329047879,-2.0551761537702475,100.0,674.7296928910398,533.4775803265773,hit
sample.Corners,0.0,374.32734278835227,-1.4710774983917678,100.0,18.0,581.9999999999999,hit
sample.Fire,0.0,178.47784364463624,-4.056204161406883,82.0,693.8871804610033,487.2932683796974,hit
sample.Corners,0.0,572.5081128106996,7.542035458331944,82.0,18.0,581.9999999999999,no_hit
sample.Fire,0.0,199.3027173636145,-4.745140807243382,98.0,666.0201031388885,182.0065423889161,hit
sample.Fire,0.0,225.2867076631372,-3.014992309238166,83.0,623.6599585732425,155.44306836202014,hit
sample.Corners,0.0,634.28911190681,-0.30924520384899906,96.0,18.0,581.9999999999998,hit
sample.Fire,4.5,246.36346265650798,-1.5228137727231748,64.0,645.0192545000853,133.2013807752204,hit
sample.Corners,0.0,634.2891119068089,-0.309245203848592,71.0,18.0,581.9999999999998,hit
sample.Fire,0.0,237.83813747150614,-4.717100402474153,43.0,689.0301569982711,151.09493651874828,hit
sample.Corners,0.0,634.2891119068081,-0.3092452038481849,55.0,18.000000000000114,582.0,hit
sample.Corners,0.0,634.2891119068072,-0.30924520384777776,32.0,18.0,582.0000000000003,hit
sample.Fire,0.0,262.9037886850411,-4.984041961110262,28.0,646.6700124326256,124.5314624918515,no_hit
sample.Corners,0.0,634.289111906807,-0.30924520384737064,11.0,18.0,582.0000000000005,hit
sample.Fire,0.0,218.95764763362487,-4.1768464559661425,24.0,676.0592750472495,164.9823122105987,no_hit
sample.Fire,0.0,257.1663566263816,-1.3099964621851832,21.0,648.8273232964978,123.04878381332753,hit
sample.Corners,0.0,488.6968717500553,-0.05341721609156356,100.0,116.52134824026513,582.0000000000001,hit
